blue team,red team,result,game time,blue gold,red gold
CERBERUS,GAM Esports,Defeat,24:59,38.5,51.3
Burst The Sky,SBTC Esports,Victory,25:04,52.9,37.8
SBTC Esports,Burst The Sky,Defeat,26:35,45.1,54
Saigon Buffalo,Luxury Esports,Victory,34:03,66.7,60.1
Luxury Esports,Saigon Buffalo,Victory,29:06,60.7,50.1
Saigon Buffalo,Luxury Esports,Victory,25:31,54.4,43.9
GAM Esports,Team Secret,Victory,30:24,63.8,53
Team Secret,GAM Esports,Defeat,25:24,37.6,55.1
CERBERUS,Team Flash,Victory,31:49,62.8,52.9
Team Flash,CERBERUS,Defeat,31:21,52,60.5
Team Flash,GAM Esports,Defeat,31:04,57.3,66.8
Saigon Buffalo,GAM Esports,Defeat,31:09,52.7,68
GAM Esports,Team Flash,Victory,22:58,51.3,38.1
GAM Esports,Saigon Buffalo,Defeat,21:12,36.2,44.6
CERBERUS,Burst The Sky,Victory,29:49,56.2,48.3
Burst The Sky,CERBERUS,Defeat,33:37,53.4,63.1
Saigon Buffalo,GAM Esports,Defeat,28:55,45.6,63.8
Luxury Esports,SBTC Esports,Victory,43:24,88.3,77.5
Team Secret,Burst The Sky,Victory,28:31,59.1,50
SBTC Esports,Luxury Esports,Victory,35:46,72.3,65.3
Luxury Esports,SBTC Esports,Defeat,26:26,42.3,58.3
Burst The Sky,Team Secret,Defeat,24:39,40.4,53.5
Luxury Esports,Team Flash,Defeat,32:31,54.3,68.8
Team Secret,Saigon Buffalo,Defeat,31:25,52.1,64.7
Saigon Buffalo,Team Secret,Victory,28:58,62,48.4
Team Flash,Luxury Esports,Defeat,22:34,35,44.4
Luxury Esports,Team Flash,Defeat,30:45,52.8,58.6
SBTC Esports,CERBERUS,Defeat,27:40,47.2,54.3
CERBERUS,SBTC Esports,Victory,27:16,55.5,45.7
Team Flash,Burst The Sky,Victory,27:26,55.4,48.4
Luxury Esports,GAM Esports,Defeat,31:16,54.7,67.6
GAM Esports,Luxury Esports,Victory,40:13,83.1,77.5
Burst The Sky,Team Flash,Victory,32:18,64.5,61.1
Team Flash,Burst The Sky,Defeat,24:17,40.6,51.6
SBTC Esports,Saigon Buffalo,Victory,23:17,50.6,38.3
Saigon Buffalo,SBTC Esports,Victory,30:10,57.5,51.1
Team Secret,CERBERUS,Defeat,31:26,54.2,63.3
SBTC Esports,Saigon Buffalo,Defeat,26:00,41,56
CERBERUS,Team Secret,Victory,36:21,74.9,62.8
Team Secret,Luxury Esports,Victory,28:02,60.2,44.6
Luxury Esports,Team Secret,Defeat,21:53,37.2,48.3
Team Flash,SBTC Esports,Victory,36:40,63.9,63.5
SBTC Esports,Team Flash,Victory,24:51,51.5,38.9
Team Flash,SBTC Esports,Defeat,24:27,39.6,52.2
Burst The Sky,GAM Esports,Defeat,32:21,52.8,70.3
GAM Esports,Burst The Sky,Victory,24:02,48.6,42.3
CERBERUS,Saigon Buffalo,Defeat,25:54,43.7,54.8
Saigon Buffalo,CERBERUS,Defeat,25:18,42.2,52.9
CERBERUS,Saigon Buffalo,Defeat,26:09,42,60.1
Team Flash,Team Secret,Defeat,28:33,47,60.3
Team Secret,Team Flash,Victory,19:23,42.5,28.6
CERBERUS,Luxury Esports,Victory,27:33,55.8,47
Luxury Esports,CERBERUS,Defeat,27:56,53.3,56.8
Burst The Sky,Saigon Buffalo,Defeat,26:02,43.8,57.1
Saigon Buffalo,Burst The Sky,Defeat,32:11,60,63
Burst The Sky,Saigon Buffalo,Defeat,26:02,46.1,55.7
GAM Esports,SBTC Esports,Defeat,45:13,86.3,86
SBTC Esports,GAM Esports,Defeat,31:15,54.2,65.8
SBTC Esports,Burst The Sky,Defeat,26:07,46.3,55.8
GAM Esports,SBTC Esports,Victory,26:16,54.4,43.6
Burst The Sky,SBTC Esports,Defeat,29:38,48.8,53.3
Luxury Esports,Burst The Sky,Victory,22:37,52.8,36.7
SBTC Esports,Burst The Sky,Victory,25:11,52.2,38.5
Burst The Sky,Luxury Esports,Defeat,36:33,63.8,75.3
Luxury Esports,Saigon Buffalo,Victory,33:39,69,61.6
Team Secret,SBTC Esports,Victory,29:12,59.9,49.1
Saigon Buffalo,Luxury Esports,Victory,29:43,56.7,51.8
SBTC Esports,Team Secret,Defeat,30:28,53.4,61.5
Luxury Esports,Saigon Buffalo,Victory,31:30,65.3,59.3
Team Flash,Saigon Buffalo,Defeat,25:08,40.4,52.7
Team Secret,GAM Esports,Defeat,28:42,48.4,57
GAM Esports,Team Secret,Victory,25:20,54.8,40.8
Saigon Buffalo,Team Flash,Victory,25:05,53.3,41.3
SBTC Esports,Luxury Esports,Victory,32:06,66.6,54.4
Team Flash,CERBERUS,Defeat,30:56,49.8,59.9
CERBERUS,GAM Esports,Defeat,30:47,52.2,64.5
GAM Esports,CERBERUS,Victory,35:19,71.1,64.5
Luxury Esports,SBTC Esports,Defeat,28:46,48.7,56.7
CERBERUS,Team Flash,Defeat,35:27,62.1,67.1
Team Flash,CERBERUS,Victory,26:47,49.5,43.2
Saigon Buffalo,Team Secret,Victory,25:09,50.4,43.4
Team Secret,Saigon Buffalo,Defeat,27:14,47.7,57.8
GAM Esports,Team Flash,Victory,28:47,55,47.6
GAM Esports,Saigon Buffalo,Victory,28:36,62.6,50.5
Saigon Buffalo,GAM Esports,Defeat,23:55,36.7,53.2
Team Flash,GAM Esports,Defeat,25:38,41.7,56.1
Burst The Sky,Team Secret,Defeat,31:20,56,64.9
Burst The Sky,CERBERUS,Victory,32:03,64.2,60.4
Team Secret,Burst The Sky,Defeat,37:54,65.6,75.7
CERBERUS,Burst The Sky,Victory,28:42,57.8,47
Burst The Sky,Team Secret,Defeat,32:41,53.9,62.8
Team Flash,Luxury Esports,Victory,29:43,61.7,51.9
Burst The Sky,CERBERUS,Defeat,25:17,42.6,49.4
Luxury Esports,Team Flash,Victory,26:39,58.5,40
Team Flash,Luxury Esports,Defeat,29:29,47.3,60.3
CERBERUS,SBTC Esports,Defeat,29:43,53.6,58.4
SBTC Esports,CERBERUS,Victory,26:44,52.7,43
GAM Esports,Luxury Esports,Victory,24:05,55,41
Luxury Esports,GAM Esports,Defeat,39:13,71.1,82.2
Saigon Buffalo,SBTC Esports,Victory,32:19,67.6,53.4
Team Secret,Team Flash,Victory,35:17,68.4,61
SBTC Esports,Saigon Buffalo,Defeat,25:02,38.1,55.2
Team Flash,Team Secret,Defeat,25:19,42.7,53.6
Burst The Sky,Team Flash,Victory,28:42,62.1,46.6
Luxury Esports,CERBERUS,Defeat,33:41,55.4,63.5
Team Flash,Burst The Sky,Defeat,25:06,44.6,51.4
CERBERUS,Luxury Esports,Victory,34:46,64.7,65.4
Saigon Buffalo,Burst The Sky,Defeat,28:39,47.5,65.5
Burst The Sky,Genius Esports,Defeat,29:13,47.9,54.3
CERBERUS,Team Secret,Victory,41:13,77.3,73.8
Team Secret,CERBERUS,Victory,36:53,72.2,64.7
Burst The Sky,Saigon Buffalo,Victory,42:17,78.7,79.2
SBTC Esports,GAM Esports,Defeat,38:15,81.6,75
Burst The Sky,Genius Esports,Victory,30:11,62.4,53.4
Burst The Sky,Genius Esports,Defeat,29:57,52.5,58.9
CERBERUS,Team Secret,Defeat,27:46,46.4,57
GAM Esports,SBTC Esports,Victory,25:02,56.3,38
Genius Esports,Burst The Sky,Defeat,31:03,55.2,60.8
Burst The Sky,Genius Esports,Defeat,25:44,44,48.8
Luxury Esports,Team Secret,Defeat,29:31,51.5,62.4
AS Esports,Team Flash,Victory,28:45,55.6,45.6
Team Secret,Luxury Esports,Victory,25:19,55.3,44.3
Team Flash,AS Esports,Defeat,36:07,67.2,68.8
Team Flash,AS Esports,Victory,32:03,61.4,55.4
SBTC Esports,Team Flash,Defeat,28:47,50.5,58.2
Team Flash,AS Esports,Defeat,28:22,51.1,59.7
Genius Esports,AS Esports,Defeat,29:52,51.4,60.5
Team Flash,SBTC Esports,Defeat,26:40,41.2,55.2
Burst The Sky,Team Flash,Victory,22:31,49.1,35.4
Burst The Sky,Team Flash,Victory,28:34,65.7,51.5
AS Esports,Genius Esports,Defeat,27:01,44.4,52.5
AS Esports,Genius Esports,Victory,25:24,49.6,41.3
SBTC Esports,Team Flash,Victory,30:24,59.9,49.3
Burst The Sky,Team Flash,Defeat,27:59,52.7,52.5
Team Flash,Burst The Sky,Defeat,23:27,36.3,53.7
AS Esports,Genius Esports,Victory,21:50,47.6,32.7
Genius Esports,Burst The Sky,Victory,43:45,83.1,74.4
GAM Esports,Burst The Sky,Victory,24:29,54.3,39.2
Genius Esports,Burst The Sky,Victory,28:42,54,46.9
Burst The Sky,Genius Esports,Defeat,34:46,70.8,72.3
Burst The Sky,GAM Esports,Defeat,26:56,41.8,61.1
Saigon Buffalo,CERBERUS,Victory,28:24,60.4,43.2
CERBERUS,Saigon Buffalo,Victory,30:44,55.4,52.4
Saigon Buffalo,CERBERUS,Victory,31:36,63.1,51.6
Team Whales,AS Esports,Victory,26:46,56.2,43.2
AS Esports,Team Whales,Defeat,27:36,46.4,55.2
GAM Esports,SBTC Esports,Defeat,30:36,52.4,63.9
SBTC Esports,GAM Esports,Defeat,26:59,40.5,58.2
GAM Esports,SBTC Esports,Defeat,29:07,47.3,58.8
Saigon Buffalo,CERBERUS,Defeat,31:40,49.8,64.6
CERBERUS,Saigon Buffalo,Victory,39:35,74.6,65.8
Team Secret,Genius Esports,Victory,33:11,65.7,59
Genius Esports,Team Secret,Victory,39:52,72.9,67
Team Secret,Genius Esports,Victory,28:08,55.4,45.7
GAM Esports,AS Esports,Victory,25:13,50,40
AS Esports,GAM Esports,Defeat,26:39,47.1,56.8
SBTC Esports,Genius Esports,Defeat,30:40,49,62.5
Genius Esports,SBTC Esports,Defeat,35:27,57.3,71.8
SBTC Esports,Genius Esports,Victory,27:47,53.1,41.8
CERBERUS,Team Secret,Victory,48:30,91.4,88.4
Team Secret,Saigon Buffalo,Defeat,37:07,58.9,67.5
Saigon Buffalo,Team Secret,Defeat,40:20,67,72.8
Team Secret,CERBERUS,Victory,35:39,70.5,59
CERBERUS,Team Secret,Defeat,31:19,51.6,64.8
Team Secret,Saigon Buffalo,Victory,36:44,73.3,63.9
Team Whales,CERBERUS,Defeat,39:02,68,75.2
Saigon Buffalo,GAM Esports,Victory,26:05,56.5,42
GAM Esports,Saigon Buffalo,Defeat,25:46,46.6,51.7
CERBERUS,Team Whales,Defeat,32:57,56,67.3
Team Whales,CERBERUS,Victory,26:25,53.5,47
Team Whales,Team Secret,Defeat,32:31,52.6,66.3
AS Esports,SBTC Esports,Defeat,31:01,56.5,66
SBTC Esports,AS Esports,Victory,32:44,60.8,56.4
Team Secret,Team Whales,Defeat,29:38,47.4,61.7
Team Whales,Team Secret,Defeat,29:09,48.5,60.3
Genius Esports,Team Whales,Victory,25:25,50.9,40.6
Team Whales,Genius Esports,Defeat,34:12,68.8,66.6
Genius Esports,GAM Esports,Defeat,30:57,53,65
GAM Esports,Genius Esports,Victory,28:08,60.6,53.9
SBTC Esports,Saigon Buffalo,Defeat,30:45,48.7,61.3
Saigon Buffalo,SBTC Esports,Defeat,34:34,58.3,66.1
SBTC Esports,Saigon Buffalo,Victory,35:32,66.4,59.5
AS Esports,CERBERUS,Defeat,27:29,46.5,56.8
CERBERUS,AS Esports,Victory,23:41,52.8,37.3
SBTC Esports,Team Whales,Victory,29:11,56.3,49.4
Team Whales,SBTC Esports,Victory,35:40,65.1,57.6
SBTC Esports,Team Whales,Defeat,29:01,49,56
AS Esports,Team Secret,Defeat,25:04,44,50.4
Team Secret,AS Esports,Victory,27:38,59.3,46.3
Genius Esports,Saigon Buffalo,Defeat,33:41,60,66.6
Saigon Buffalo,Genius Esports,Defeat,43:36,71.8,82.3
Genius Esports,Saigon Buffalo,Victory,28:24,56.1,46.2
Genius Esports,AS Esports,Defeat,30:33,57.3,66.3
CERBERUS,GAM Esports,Defeat,31:10,51.3,66.7
GAM Esports,CERBERUS,Defeat,23:05,36.9,50.7
AS Esports,Genius Esports,Defeat,25:26,44.9,57.5
CERBERUS,GAM Esports,Victory,33:31,60.2,56.5
Genius Esports,AS Esports,Defeat,31:08,53.9,60.4
CERBERUS,SBTC Esports,Defeat,27:29,42.3,58.9
GAM Esports,Team Whales,Defeat,25:44,46.6,54.4
SBTC Esports,CERBERUS,Defeat,31:12,49,62.7
CERBERUS,SBTC Esports,Defeat,35:55,61.2,64.8
Team Whales,GAM Esports,Defeat,23:59,37.1,49.5
GAM Esports,Team Whales,Victory,29:38,60.4,51.1
GAM Esports,Team Secret,Victory,37:34,77.1,67.7
Team Secret,GAM Esports,Victory,42:02,80.2,78.6
Saigon Buffalo,AS Esports,Victory,25:29,53.5,41.8
AS Esports,Saigon Buffalo,Defeat,28:29,49.3,60.1
GAM Esports,Team Secret,Victory,32:11,65.9,52.4
Saigon Buffalo,Team Whales,Victory,33:30,66.8,56.4
CERBERUS,Genius Esports,Defeat,31:49,53.9,62.7
Genius Esports,CERBERUS,Defeat,33:34,54.6,60.3
Team Whales,Saigon Buffalo,Victory,35:22,65.2,64.2
Saigon Buffalo,Team Whales,Victory,35:29,73.7,61.9
CERBERUS,Genius Esports,Victory,24:54,53,39.7
Team Secret,SBTC Esports,Defeat,28:38,49.3,62.3
SBTC Esports,Team Secret,Defeat,36:13,65.5,71.3
Team Secret,SBTC Esports,Victory,27:19,56.5,39.1
AS Esports,Team Whales,Victory,31:07,59,59
Team Whales,AS Esports,Victory,32:59,69.2,54.6
AS Esports,Team Whales,Victory,35:19,70.2,65.1
SBTC Esports,GAM Esports,Victory,32:13,60.3,53.3
GAM Esports,SBTC Esports,Victory,23:52,50.2,37
SBTC Esports,GAM Esports,Defeat,27:51,44.5,52.7
CERBERUS,Saigon Buffalo,Defeat,33:58,56.8,66.6
Saigon Buffalo,CERBERUS,Victory,24:29,53.4,37.8
Genius Esports,Team Secret,Defeat,29:60,53.7,64.2
AS Esports,GAM Esports,Defeat,26:33,47.5,59.2
Team Secret,Genius Esports,Victory,30:26,59.5,50.6
GAM Esports,AS Esports,Victory,25:03,53.7,38.7
Genius Esports,SBTC Esports,Defeat,27:59,46,58.7
SBTC Esports,Genius Esports,Victory,31:20,62.2,50.6
Saigon Buffalo,Team Secret,Defeat,25:43,41.1,52.6
Team Secret,CERBERUS,Victory,21:57,44.9,36.5
Team Secret,Saigon Buffalo,Defeat,32:43,56,61.2
Saigon Buffalo,Team Secret,Victory,24:28,54,42.4
CERBERUS,Team Secret,Defeat,38:30,70.2,73.3
GAM Esports,Saigon Buffalo,Victory,31:31,64,52.8
CERBERUS,Team Whales,Defeat,33:26,58.5,66.4
Team Whales,CERBERUS,Victory,39:41,73.8,71.5
Saigon Buffalo,GAM Esports,Victory,32:27,69.9,53.8
GAM Esports,Saigon Buffalo,Victory,31:09,59.9,50.1
SBTC Esports,AS Esports,Victory,36:38,72.2,63
AS Esports,SBTC Esports,Defeat,36:49,65,74.3
Team Secret,Team Whales,Victory,23:54,54.5,37.6
Team Whales,Genius Esports,Victory,39:27,81.8,67.4
Genius Esports,Team Whales,Defeat,28:40,55,60.5
Team Whales,Team Secret,Victory,27:45,55.5,47.7
Team Secret,Team Whales,Victory,28:36,55.7,47.7
GAM Esports,Genius Esports,Victory,26:52,56.3,44
Genius Esports,GAM Esports,Defeat,29:30,52.7,66.8
Saigon Buffalo,SBTC Esports,Victory,31:19,66.4,52.9
SBTC Esports,Saigon Buffalo,Victory,45:11,83.1,75.8
Saigon Buffalo,SBTC Esports,Victory,36:24,75.3,65.4
CERBERUS,AS Esports,Victory,30:58,64.6,51.8
AS Esports,CERBERUS,Defeat,37:08,69.6,72
Team Whales,SBTC Esports,Victory,30:05,61.3,48.8
SBTC Esports,Team Whales,Victory,33:46,63.7,56.5
Team Whales,SBTC Esports,Victory,31:05,54.3,48.2
Team Secret,AS Esports,Victory,28:42,59.4,51.8
AS Esports,Team Secret,Defeat,23:54,38.8,52
Saigon Buffalo,Genius Esports,Victory,25:24,55.7,42.9
Genius Esports,Saigon Buffalo,Defeat,17:51,26,39.4
GAM Esports,CERBERUS,Victory,38:13,73.9,63.9
CERBERUS,GAM Esports,Defeat,28:58,48.6,61.1
AS Esports,Genius Esports,Victory,24:59,57.2,42.6
Genius Esports,AS Esports,Defeat,26:27,45.5,58.2
SBTC Esports,CERBERUS,Victory,40:59,78.2,70.2
Team Whales,GAM Esports,Defeat,27:28,45.2,55.5
CERBERUS,SBTC Esports,Victory,31:03,62.9,49.4
SBTC Esports,CERBERUS,Defeat,32:05,51.3,64.4
GAM Esports,Team Whales,Victory,28:43,61.7,50.4
AS Esports,Saigon Buffalo,Defeat,28:10,44.4,59.9
Team Secret,GAM Esports,Defeat,26:38,40.8,54.3
GAM Esports,Team Secret,Victory,30:41,62,52.1
Saigon Buffalo,AS Esports,Victory,21:57,50.1,32.4
Genius Esports,CERBERUS,Defeat,23:17,41.5,50.2
Team Whales,Saigon Buffalo,Victory,29:53,60.5,51.8
Saigon Buffalo,Team Whales,Victory,34:58,72.2,56.8
CERBERUS,Genius Esports,Victory,23:26,49.6,41.1
SBTC Esports,Team Secret,Victory,35:07,67.1,62.8
Team Whales,Saigon Buffalo,Victory,33:26,66.5,53.6
Team Secret,SBTC Esports,Defeat,32:35,50.7,63.5
Saigon Buffalo,Team Secret,Victory,31:27,64,46.1
Team Secret,Saigon Buffalo,Defeat,21:28,32.2,51.3
Team Secret,Saigon Buffalo,Defeat,37:10,65.6,70.6
SBTC Esports,GAM Esports,Defeat,33:16,52.2,67.3
SBTC Esports,GAM Esports,Victory,30:56,57.2,54.3
SBTC Esports,GAM Esports,Defeat,27:46,51,51.2
SBTC Esports,GAM Esports,Defeat,28:08,42,55.4
SBTC Esports,Team Secret,Defeat,31:53,49.9,70.2
SBTC Esports,Team Secret,Defeat,26:27,42,54.8
Team Secret,SBTC Esports,Defeat,31:37,53.9,63.4
SBTC Esports,Team Secret,Defeat,28:57,49.3,58.2
Saigon Buffalo,GAM Esports,Defeat,27:17,48.1,55.9
Saigon Buffalo,GAM Esports,Victory,30:31,60.1,49.8
GAM Esports,Saigon Buffalo,Victory,32:09,65.8,51.1
GAM Esports,Saigon Buffalo,Defeat,31:10,53.3,64.8
GAM Esports,Saigon Buffalo,Defeat,34:04,53,64.2
Team Secret,GAM Esports,Defeat,30:34,54.5,55.6
GAM Esports,Team Secret,Victory,29:23,57.5,44.8
Team Secret,GAM Esports,Defeat,26:12,38.9,55.2
Saigon Buffalo,GAM Esports,Defeat,32:03,54.3,58.5
Saigon Buffalo,GAM Esports,Defeat,27:56,47.5,60.5
Saigon Buffalo,GAM Esports,Defeat,26:45,43,53.5
