blue team,red team,result,game time,blue gold,red gold
LNG Esports,Bilibili Gaming,Victory,26:20,50.2,44.1
Bilibili Gaming,LNG Esports,Victory,28:42,61.7,45.4
LNG Esports,Bilibili Gaming,Victory,42:25,81.4,74.3
FunPlus Phoenix,Invictus Gaming,Defeat,30:41,49,60.4
FunPlus Phoenix,Invictus Gaming,Defeat,30:51,48.2,63.5
Rare Atom,Oh My God,Victory,37:05,68.6,60.4
Weibo Gaming,EDward Gaming,Defeat,37:47,63.3,66.9
Oh My God,Rare Atom,Victory,29:29,55.6,47.4
Weibo Gaming,EDward Gaming,Defeat,29:09,45.9,56.6
Rare Atom,Oh My God,Victory,30:41,62.3,50.7
LGD Gaming,JD Gaming,Victory,34:15,65.6,59.1
Ultra Prime,Bilibili Gaming,Defeat,30:12,48.3,59.5
LGD Gaming,JD Gaming,Defeat,23:33,36.2,49.1
Ultra Prime,Bilibili Gaming,Victory,31:39,61.2,52.8
JD Gaming,LGD Gaming,Victory,24:25,52.1,40
Ultra Prime,Bilibili Gaming,Defeat,33:29,52.8,64
Top Esports,Team WE,Victory,42:05,77.9,75.6
JD Gaming,EDward Gaming,Victory,34:30,71.8,59.2
Top Esports,Team WE,Victory,25:22,53.4,40.7
JD Gaming,EDward Gaming,Victory,37:40,74.5,60.9
RNG,FunPlus Phoenix,Defeat,29:05,48.3,60.3
LGD Gaming,Victory Five,Defeat,50:14,86.7,95.9
LNG Esports,Anyone's Legend,Victory,36:24,71.5,64.4
RNG,FunPlus Phoenix,Victory,30:32,61.9,49.2
Victory Five,LGD Gaming,Victory,26:19,50.1,43.4
Anyone's Legend,LNG Esports,Defeat,30:21,50,59.1
RNG,FunPlus Phoenix,Victory,29:40,58.5,45.2
Top Esports,Invictus Gaming,Victory,33:36,69.9,56.7
TT Gaming,Victory Five,Defeat,29:52,50.5,53.4
Top Esports,Invictus Gaming,Victory,32:26,62.9,54.9
Victory Five,TT Gaming,Victory,35:11,68.7,59.1
Team WE,Weibo Gaming,Defeat,24:42,36.4,51.3
Team WE,Weibo Gaming,Victory,27:06,56.3,43.3
Team WE,Weibo Gaming,Defeat,22:28,36.8,47.7
Anyone's Legend,Bilibili Gaming,Victory,30:28,62.6,50.4
Bilibili Gaming,Anyone's Legend,Defeat,36:59,65,66.4
LNG Esports,TT Gaming,Victory,34:05,64.5,59.9
LNG Esports,TT Gaming,Defeat,32:32,54.9,64.7
LNG Esports,TT Gaming,Victory,39:29,72.4,67.5
Oh My God,JD Gaming,Victory,27:31,59.9,42.5
JD Gaming,Oh My God,Victory,25:56,55.7,40.3
Anyone's Legend,LGD Gaming,Defeat,32:50,55.9,65.7
Oh My God,JD Gaming,Defeat,25:57,40.5,56
LGD Gaming,Anyone's Legend,Victory,30:28,58.3,45
Ultra Prime,Rare Atom,Defeat,27:13,44.7,54.8
TT Gaming,Team WE,Victory,27:38,54.4,45.1
Rare Atom,Ultra Prime,Defeat,35:18,62.7,65.7
Team WE,TT Gaming,Defeat,28:27,44.7,52.8
Ultra Prime,Rare Atom,Victory,32:14,65.5,52.9
Oh My God,LNG Esports,Victory,24:44,47.7,41.6
Victory Five,FunPlus Phoenix,Victory,30:49,61.5,51.3
FunPlus Phoenix,Victory Five,Defeat,27:21,44.7,58.8
LNG Esports,Oh My God,Victory,33:35,67.8,55.9
Weibo Gaming,Rare Atom,Defeat,27:10,44.2,60.6
RNG,Weibo Gaming,Victory,30:56,60.3,51.9
Oh My God,LNG Esports,Victory,40:34,77.3,70.2
Weibo Gaming,Rare Atom,Victory,34:06,65.9,55.2
RNG,Weibo Gaming,Defeat,33:10,50.6,66.8
JD Gaming,Ultra Prime,Victory,29:05,59.4,47.8
Weibo Gaming,Rare Atom,Victory,42:35,81.4,76
RNG,Weibo Gaming,Victory,32:26,61.6,49.4
Ultra Prime,JD Gaming,Victory,36:25,73.6,60.5
FunPlus Phoenix,Top Esports,Defeat,26:12,45.3,55.3
Invictus Gaming,EDward Gaming,Victory,30:07,60.4,50.8
JD Gaming,Ultra Prime,Victory,31:06,68.3,49.6
Top Esports,FunPlus Phoenix,Defeat,38:26,69.7,77.9
EDward Gaming,Invictus Gaming,Victory,26:45,56.7,38.7
Oh My God,LGD Gaming,Victory,31:03,60.4,49.1
Top Esports,FunPlus Phoenix,Victory,27:31,57.1,45.2
Invictus Gaming,EDward Gaming,Defeat,26:16,43.3,56.4
LGD Gaming,Oh My God,Defeat,33:41,55.9,67.1
Victory Five,RNG,Victory,30:19,60.7,49.3
Top Esports,Bilibili Gaming,Victory,35:40,67.6,62.7
JD Gaming,TT Gaming,Victory,29:59,59.1,47.6
RNG,Victory Five,Victory,33:48,70.4,57
Bilibili Gaming,Top Esports,Defeat,37:47,60.7,69
JD Gaming,TT Gaming,Victory,33:10,63.7,61.2
Victory Five,RNG,Victory,43:17,80.8,73.5
Victory Five,Team WE,Victory,21:25,47.8,32.4
Invictus Gaming,Anyone's Legend,Victory,26:13,52.4,37.4
Victory Five,Team WE,Victory,25:30,53.7,38.1
Anyone's Legend,Invictus Gaming,Victory,33:55,66.1,57.7
LNG Esports,Top Esports,Defeat,37:03,59.5,64
Invictus Gaming,Anyone's Legend,Defeat,28:38,48.9,54.9
Top Esports,LNG Esports,Victory,24:42,54.5,38.1
EDward Gaming,Bilibili Gaming,Victory,25:30,54.5,41.8
FunPlus Phoenix,Rare Atom,Victory,21:49,48.6,34.8
Bilibili Gaming,EDward Gaming,Victory,29:00,57.6,47.7
FunPlus Phoenix,Rare Atom,Victory,28:35,60.7,46.2
EDward Gaming,Bilibili Gaming,Victory,36:27,69.9,64.6
Weibo Gaming,Ultra Prime,Victory,23:09,52.6,35
Ultra Prime,Weibo Gaming,Defeat,26:32,41.1,56.8
Bilibili Gaming,Invictus Gaming,Victory,34:02,68,61.2
Invictus Gaming,Bilibili Gaming,Victory,30:14,58.2,47.8
Bilibili Gaming,Invictus Gaming,Victory,28:42,60.9,45
RNG,Oh My God,Defeat,32:37,57.2,67.3
Oh My God,RNG,Defeat,25:30,40.3,51.5
RNG,Oh My God,Victory,24:01,54.2,36.4
EDward Gaming,TT Gaming,Victory,32:28,58.9,50.4
LNG Esports,LGD Gaming,Victory,30:54,60,48.9
EDward Gaming,TT Gaming,Victory,34:13,65.9,59.3
LGD Gaming,LNG Esports,Victory,47:04,80.7,81.3
Anyone's Legend,Victory Five,Victory,31:07,64,53.1
TT Gaming,Bilibili Gaming,Victory,36:29,70.3,59.7
LNG Esports,LGD Gaming,Victory,56:03,103.9,101.4
Victory Five,Anyone's Legend,Victory,27:39,58.6,44.5
Bilibili Gaming,TT Gaming,Victory,35:49,70.3,63
TT Gaming,Bilibili Gaming,Victory,34:07,68.2,58.2
FunPlus Phoenix,JD Gaming,Defeat,27:31,41.1,58.3
Anyone's Legend,Victory Five,Defeat,30:15,57.2,59.1
Oh My God,EDward Gaming,Victory,33:08,67.6,58.2
JD Gaming,FunPlus Phoenix,Defeat,29:31,51.7,57.4
EDward Gaming,Oh My God,Victory,34:41,67,59.5
FunPlus Phoenix,JD Gaming,Victory,31:31,62.1,52.3
Oh My God,EDward Gaming,Victory,26:06,51.4,42
Weibo Gaming,Top Esports,Defeat,37:10,69.7,68.8
Invictus Gaming,LNG Esports,Defeat,27:50,46.9,56.6
Top Esports,Weibo Gaming,Defeat,39:02,68.5,74.2
LNG Esports,Invictus Gaming,Victory,26:45,56,44.8
Weibo Gaming,Top Esports,Defeat,32:31,53.2,59.6
Weibo Gaming,Anyone's Legend,Victory,29:36,61.1,46.4
Anyone's Legend,Weibo Gaming,Victory,32:39,66.3,54.2
Rare Atom,Team WE,Victory,34:03,66.8,57.9
FunPlus Phoenix,LGD Gaming,Victory,25:29,56.7,43.3
Weibo Gaming,Anyone's Legend,Defeat,28:23,51,54.7
Rare Atom,Team WE,Defeat,32:29,57.4,60.2
LGD Gaming,FunPlus Phoenix,Victory,28:06,55.8,43.7
Rare Atom,Team WE,Victory,33:05,66.4,50.8
FunPlus Phoenix,LGD Gaming,Victory,29:31,62.2,49.1
Anyone's Legend,Ultra Prime,Victory,30:22,61.7,51.8
Ultra Prime,RNG,Defeat,26:39,41.5,54.6
Victory Five,Rare Atom,Victory,26:12,53,39.9
Ultra Prime,Anyone's Legend,Defeat,36:10,60,67.9
RNG,Ultra Prime,Victory,27:07,57.6,47.1
Rare Atom,Victory Five,Defeat,21:53,37.1,49
Bilibili Gaming,Weibo Gaming,Victory,37:12,67.8,64.5
Team WE,Oh My God,Victory,28:00,59.3,44.8
Weibo Gaming,Bilibili Gaming,Victory,33:35,66.9,55.7
Oh My God,Team WE,Victory,35:43,69.5,62.1
Bilibili Gaming,Weibo Gaming,Defeat,27:58,48.1,54
Team WE,Oh My God,Defeat,27:58,47.6,58.7
LNG Esports,JD Gaming,Victory,30:53,57.3,48.1
Top Esports,RNG,Victory,26:38,58.2,40.3
JD Gaming,LNG Esports,Victory,27:40,57.6,47.8
RNG,Top Esports,Victory,28:38,55.5,45.2
LNG Esports,JD Gaming,Defeat,30:46,49.4,62.2
Top Esports,RNG,Victory,30:22,55.2,49.1
TT Gaming,Invictus Gaming,Victory,29:27,59.1,46
Invictus Gaming,TT Gaming,Victory,32:49,61.8,56.9
TT Gaming,Invictus Gaming,Victory,31:44,67,55.3
EDward Gaming,Victory Five,Defeat,29:02,47,57.4
Victory Five,EDward Gaming,Victory,32:41,60.9,51.1
FunPlus Phoenix,LNG Esports,Victory,34:27,66.1,56.9
LNG Esports,FunPlus Phoenix,Defeat,26:44,41.1,56.1
Anyone's Legend,TT Gaming,Victory,29:34,58.3,46.9
JD Gaming,Rare Atom,Victory,29:58,58.5,49.9
TT Gaming,Anyone's Legend,Victory,34:43,67.4,64.5
Rare Atom,JD Gaming,Victory,35:12,69.5,58.1
Anyone's Legend,TT Gaming,Victory,30:56,62,50.3
JD Gaming,Rare Atom,Victory,31:38,63.3,53.5
Victory Five,Invictus Gaming,Victory,29:46,62.1,47.4
RNG,Team WE,Victory,34:09,67.3,56.7
Team WE,RNG,Victory,36:03,71.1,62
Invictus Gaming,Victory Five,Defeat,27:50,44.7,51.8
RNG,Team WE,Victory,27:45,54,44.6
Team WE,JD Gaming,Defeat,26:17,39.4,58
Oh My God,Top Esports,Victory,48:08,89.4,87
JD Gaming,Team WE,Victory,31:31,69.3,53.4
Top Esports,Oh My God,Victory,25:40,53.7,39.6
RNG,LNG Esports,Victory,23:50,49.6,38.2
Oh My God,Top Esports,Defeat,28:37,45.4,59.4
LNG Esports,RNG,Victory,32:00,64.5,55.4
LGD Gaming,Bilibili Gaming,Victory,32:16,59.3,53.1
RNG,LNG Esports,Victory,25:25,48.8,38.5
Bilibili Gaming,LGD Gaming,Victory,32:28,63.5,52.8
LGD Gaming,Bilibili Gaming,Defeat,28:26,46.2,56.6
EDward Gaming,Ultra Prime,Victory,34:33,70.4,57.7
EDward Gaming,Ultra Prime,Victory,33:29,65.4,50.7
Bilibili Gaming,Rare Atom,Defeat,46:42,77.4,82.4
Rare Atom,Bilibili Gaming,Defeat,33:54,61.3,62.3
Bilibili Gaming,Rare Atom,Victory,37:52,69.8,64.6
Team WE,Anyone's Legend,Defeat,43:07,79.3,77.8
EDward Gaming,Top Esports,Victory,31:49,57.9,52.6
Anyone's Legend,Team WE,Victory,27:34,54.5,43.7
Top Esports,EDward Gaming,Victory,25:40,53.3,39.2
Invictus Gaming,JD Gaming,Defeat,30:23,46,59.1
EDward Gaming,Top Esports,Defeat,30:02,51.2,54.5
JD Gaming,Invictus Gaming,Defeat,30:56,56.7,62.5
Oh My God,FunPlus Phoenix,Defeat,30:49,49.8,61.5
FunPlus Phoenix,Anyone's Legend,Victory,28:42,55.6,45.5
Invictus Gaming,JD Gaming,Defeat,28:55,47.9,56.9
FunPlus Phoenix,Oh My God,Defeat,37:00,62.5,69.9
Anyone's Legend,FunPlus Phoenix,Victory,33:33,65.2,57.6
TT Gaming,Oh My God,Victory,33:00,63.3,54.2
Oh My God,FunPlus Phoenix,Victory,29:09,57.4,50.1
FunPlus Phoenix,Anyone's Legend,Victory,24:12,52,36.2
Oh My God,TT Gaming,Victory,36:13,66.7,59
LGD Gaming,Ultra Prime,Defeat,33:20,55.4,67.2
EDward Gaming,LGD Gaming,Victory,23:01,49.8,34.5
TT Gaming,Oh My God,Victory,34:56,69.6,56.5
Ultra Prime,LGD Gaming,Defeat,26:29,40.5,56.2
EDward Gaming,LGD Gaming,Victory,24:40,51.3,35.6
LNG Esports,Ultra Prime,Victory,32:24,64.3,50.9
Team WE,Invictus Gaming,Defeat,30:13,45.6,64.9
LGD Gaming,Ultra Prime,Defeat,37:26,58.1,68
Weibo Gaming,TT Gaming,Victory,34:22,67.7,58.1
TT Gaming,Weibo Gaming,Victory,32:04,63.8,52.2
Ultra Prime,LNG Esports,Defeat,26:50,43.5,53.7
Invictus Gaming,Team WE,Defeat,29:09,48.8,64.4
Victory Five,Weibo Gaming,Defeat,34:34,56.7,66.4
Weibo Gaming,TT Gaming,Victory,28:30,60.6,43.7
Top Esports,Rare Atom,Victory,28:13,56.9,47.3
Team WE,Invictus Gaming,Defeat,26:43,47.2,51.2
Victory Five,Weibo Gaming,Victory,25:44,49.2,42.9
Victory Five,LNG Esports,Victory,43:54,77.7,72
Rare Atom,Top Esports,Defeat,27:48,45.2,60.6
JD Gaming,Bilibili Gaming,Victory,29:04,58.2,48.1
Bilibili Gaming,JD Gaming,Victory,30:03,58.6,49.7
Victory Five,Weibo Gaming,Defeat,33:09,56.2,68.4
LNG Esports,Victory Five,Defeat,28:00,46.4,60.1
Bilibili Gaming,RNG,Defeat,31:26,53.1,62.7
JD Gaming,Bilibili Gaming,Victory,25:32,52.9,41.4
RNG,Bilibili Gaming,Victory,28:46,53.4,50.4
RNG,EDward Gaming,Victory,26:16,56.2,42.7
EDward Gaming,RNG,Victory,24:05,50.4,36.3
RNG,EDward Gaming,Victory,41:49,78.2,78.5
Top Esports,Ultra Prime,Victory,25:21,51.9,36.6
Ultra Prime,Top Esports,Defeat,32:16,53.6,63.9
Oh My God,Weibo Gaming,Defeat,31:09,52.2,58.1
Oh My God,Weibo Gaming,Defeat,22:33,34.5,47.8
Rare Atom,RNG,Defeat,25:37,38.3,50.6
RNG,Rare Atom,Victory,33:18,64.7,56.8
FunPlus Phoenix,TT Gaming,Defeat,32:27,57.8,65.8
Ultra Prime,Invictus Gaming,Defeat,32:40,53.7,71.1
TT Gaming,FunPlus Phoenix,Defeat,32:48,59,63.3
Invictus Gaming,Ultra Prime,Defeat,35:53,57.1,64.4
Ultra Prime,Invictus Gaming,Defeat,28:09,42.7,54.2
FunPlus Phoenix,TT Gaming,Defeat,36:38,65.5,69.9
Bilibili Gaming,FunPlus Phoenix,Victory,26:44,57.8,42.9
Bilibili Gaming,FunPlus Phoenix,Victory,28:05,59.2,46.3
LNG Esports,EDward Gaming,Defeat,30:59,52.8,62.8
EDward Gaming,LNG Esports,Victory,37:41,73.3,64.1
Top Esports,TT Gaming,Victory,27:27,53.6,45
TT Gaming,Top Esports,Defeat,38:05,64.7,72.7
JD Gaming,Victory Five,Victory,30:28,61.1,50.4
Weibo Gaming,LGD Gaming,Victory,30:03,55.5,47.2
LGD Gaming,Weibo Gaming,Defeat,33:57,56.4,71.2
Victory Five,JD Gaming,Defeat,30:41,60.4,65.1
LGD Gaming,Team WE,Victory,34:22,64.2,54.8
Team WE,LGD Gaming,Victory,29:56,59.8,44.8
LGD Gaming,Team WE,Victory,47:49,89.5,81.2
Oh My God,Anyone's Legend,Victory,27:10,58,42.9
Anyone's Legend,Oh My God,Defeat,34:27,60.6,63.6
Rare Atom,EDward Gaming,Defeat,26:27,41.3,54.1
EDward Gaming,Rare Atom,Victory,29:52,65.1,47.1
RNG,JD Gaming,Defeat,34:44,61.9,64.4
JD Gaming,RNG,Defeat,26:57,42.9,53.3
RNG,JD Gaming,Victory,31:45,58.4,55.8
Oh My God,Victory Five,Victory,25:11,53.5,38.8
Oh My God,Victory Five,Defeat,22:31,34.5,49.2
Oh My God,Victory Five,Victory,28:32,58.2,43.2
Team WE,LNG Esports,Defeat,28:55,46.5,57.8
LNG Esports,Team WE,Victory,33:26,63.9,54.2
Anyone's Legend,RNG,Defeat,29:00,44.4,60.1
RNG,Anyone's Legend,Victory,28:14,59.8,45.9
FunPlus Phoenix,Ultra Prime,Victory,28:14,56.5,42.8
FunPlus Phoenix,Ultra Prime,Victory,39:50,70.9,68.1
Rare Atom,Invictus Gaming,Defeat,30:35,47.8,60.3
Invictus Gaming,Rare Atom,Defeat,24:09,36.7,54.2
Rare Atom,Invictus Gaming,Defeat,32:18,50,56.8
Bilibili Gaming,Victory Five,Defeat,31:15,52.1,59.5
Victory Five,Bilibili Gaming,Victory,34:37,66.6,59.3
LGD Gaming,TT Gaming,Victory,34:32,69.4,58.8
TT Gaming,LGD Gaming,Victory,36:37,71,61
LGD Gaming,TT Gaming,Defeat,30:52,50.8,60.9
Weibo Gaming,JD Gaming,Defeat,32:42,53.9,65.8
JD Gaming,Weibo Gaming,Victory,32:17,62.4,56.5
Team WE,EDward Gaming,Defeat,29:30,45.5,60
EDward Gaming,Team WE,Victory,43:23,80.8,72.1
Rare Atom,LNG Esports,Victory,27:06,55,46.5
LNG Esports,Rare Atom,Victory,29:37,59.6,48
Rare Atom,LNG Esports,Victory,34:42,63.9,55.1
LGD Gaming,Top Esports,Defeat,24:05,38.1,50.9
Top Esports,LGD Gaming,Victory,35:03,66,57.4
Bilibili Gaming,Oh My God,Victory,30:01,54.7,49.7
Oh My God,Bilibili Gaming,Defeat,31:11,53.5,63.5
RNG,Invictus Gaming,Victory,42:36,82.3,79.4
RNG,Invictus Gaming,Defeat,33:01,60.5,65.8
RNG,Invictus Gaming,Victory,24:10,56.4,37.6
TT Gaming,RNG,Defeat,29:03,47.7,60.3
FunPlus Phoenix,Weibo Gaming,Defeat,35:12,54.9,68.5
Weibo Gaming,FunPlus Phoenix,Victory,33:16,62.4,55.9
RNG,TT Gaming,Victory,32:23,62.8,52.9
Bilibili Gaming,Team WE,Victory,29:56,59.6,45.4
Victory Five,Ultra Prime,Victory,33:34,63.4,54.1
Victory Five,Ultra Prime,Defeat,46:10,75.5,83.6
Team WE,Bilibili Gaming,Victory,34:33,65.6,59.8
Victory Five,Ultra Prime,Victory,34:11,59.9,57.3
JD Gaming,Anyone's Legend,Victory,26:24,53.3,38.7
Bilibili Gaming,Team WE,Victory,24:26,47.4,34.6
LGD Gaming,Rare Atom,Defeat,33:32,53.5,65.2
Anyone's Legend,JD Gaming,Defeat,30:16,49.7,57.7
Rare Atom,LGD Gaming,Defeat,32:19,54.1,61.2
Rare Atom,LGD Gaming,Defeat,33:16,55.6,68.1
Top Esports,Victory Five,Defeat,27:06,41.9,51.8
Top Esports,Victory Five,Defeat,31:41,50,60.2
EDward Gaming,Anyone's Legend,Victory,31:20,65.9,53
Anyone's Legend,EDward Gaming,Defeat,25:11,42.3,56.6
Invictus Gaming,Oh My God,Victory,23:05,50.1,33.7
Oh My God,Invictus Gaming,Victory,28:23,60.7,50.1
Invictus Gaming,Oh My God,Defeat,24:52,40.1,53.9
Team WE,FunPlus Phoenix,Defeat,30:39,47.7,62.9
FunPlus Phoenix,Team WE,Victory,31:43,62.8,50.9
TT Gaming,Ultra Prime,Victory,29:38,55.3,47.5
TT Gaming,Rare Atom,Victory,32:47,63.8,64.3
TT Gaming,Ultra Prime,Victory,35:37,68.8,55.8
Rare Atom,TT Gaming,Victory,31:01,60.6,54.2
Invictus Gaming,LGD Gaming,Defeat,38:02,66.2,69.3
TT Gaming,Rare Atom,Defeat,35:10,56.6,70.4
Invictus Gaming,LGD Gaming,Victory,24:33,49.3,36.4
Oh My God,FunPlus Phoenix,Defeat,27:41,45.5,54.8
Anyone's Legend,Top Esports,Defeat,30:01,47.5,64.9
Invictus Gaming,LGD Gaming,Victory,28:08,55.7,46.5
Oh My God,FunPlus Phoenix,Victory,46:14,90.7,86.5
Top Esports,Anyone's Legend,Victory,38:03,66.3,61.8
Ultra Prime,Team WE,Victory,32:12,59.1,58.8
Weibo Gaming,LNG Esports,Defeat,43:26,71.4,78.4
Oh My God,FunPlus Phoenix,Victory,30:58,62,52.3
Team WE,Ultra Prime,Defeat,29:54,49.4,62.5
Weibo Gaming,LNG Esports,Defeat,24:57,39.2,49.9
FunPlus Phoenix,Oh My God,Victory,40:30,84.7,73.4
LGD Gaming,RNG,Defeat,30:22,54.5,61.2
FunPlus Phoenix,Oh My God,Victory,22:51,49.9,36.1
RNG,LGD Gaming,Defeat,36:00,61.2,71.7
LGD Gaming,RNG,Victory,39:03,74.2,64.4
LNG Esports,Bilibili Gaming,Victory,28:45,58.1,47.5
LNG Esports,Bilibili Gaming,Victory,31:19,62.1,46.9
LNG Esports,Bilibili Gaming,Defeat,33:10,50.4,60.5
Bilibili Gaming,LNG Esports,Defeat,29:58,50.9,57.4
EDward Gaming,FunPlus Phoenix,Victory,29:36,60.3,48.5
RNG,EDward Gaming,Defeat,24:56,38.5,48.8
FunPlus Phoenix,EDward Gaming,Defeat,35:28,57.3,69.6
FunPlus Phoenix,EDward Gaming,Victory,37:32,70.8,62.9
RNG,EDward Gaming,Defeat,32:39,53.4,60.5
RNG,EDward Gaming,Victory,31:57,61.1,48
EDward Gaming,FunPlus Phoenix,Victory,41:33,77.2,69.2
EDward Gaming,RNG,Victory,27:53,54.9,39.2
LNG Esports,Weibo Gaming,Victory,31:26,62.4,49.7
LNG Esports,Weibo Gaming,Victory,25:34,53.6,39.2
LNG Esports,Victory Five,Victory,37:50,73.6,59.2
LNG Esports,Victory Five,Defeat,31:27,50.8,61.2
Weibo Gaming,LNG Esports,Victory,32:47,69,52.4
LNG Esports,Weibo Gaming,Victory,34:20,66,53.6
LNG Esports,Victory Five,Victory,28:05,59.1,43.5
LNG Esports,Victory Five,Defeat,35:35,61.1,65.4
LNG Esports,Victory Five,Victory,31:56,56.9,51.4
Top Esports,EDward Gaming,Defeat,34:37,52.8,62.7
Top Esports,EDward Gaming,Victory,32:42,65.2,53.7
EDward Gaming,Top Esports,Victory,33:36,65.1,56
Top Esports,EDward Gaming,Victory,30:39,56.1,44.9
EDward Gaming,Top Esports,Defeat,32:56,51,58
JD Gaming,Top Esports,Defeat,33:52,58.3,67.2
JD Gaming,LNG Esports,Victory,41:51,78.7,74.7
LNG Esports,JD Gaming,Defeat,34:31,54,69.8
JD Gaming,Top Esports,Defeat,51:01,87.5,90.3
JD Gaming,Top Esports,Victory,26:24,51.8,43.7
LNG Esports,JD Gaming,Defeat,29:13,50.7,56.7
JD Gaming,Top Esports,Victory,39:46,75.4,75.1
Top Esports,JD Gaming,Defeat,46:05,77.5,82.1
EDward Gaming,LNG Esports,Victory,32:40,64,52.6
EDward Gaming,Top Esports,Defeat,34:29,59,71.3
EDward Gaming,LNG Esports,Defeat,36:08,59.9,66.1
EDward Gaming,Top Esports,Defeat,40:11,69.4,74.7
EDward Gaming,LNG Esports,Victory,35:14,67.5,55.6
EDward Gaming,Top Esports,Defeat,35:07,65.5,65.2
EDward Gaming,LNG Esports,Victory,26:14,54.6,39.3
LOUD,FURIA,Victory,38:40,71.2,64.6
JD Gaming,Top Esports,Victory,31:30,61.9,54.6
Netshoes Miners,Flamengo Esports,Victory,35:52,72.5,59.2
KaBuM! e-Sports,INTZ,Victory,26:27,51.1,40.2
Top Esports,JD Gaming,Victory,48:01,88.3,85.9
JD Gaming,Top Esports,Victory,32:31,61.4,55.2
Rensga Esports,RED Canids,Defeat,38:56,71.6,71.4
Top Esports,JD Gaming,Victory,37:39,70.1,58.9
JD Gaming,Top Esports,Victory,35:30,63.9,56.9
Liberty,Rensga Esports,Victory,27:35,54.9,43.6
RED Canids,LOUD,Victory,39:11,71.9,65
INTZ,Netshoes Miners,Defeat,45:48,81.4,82.1
Flamengo Esports,FURIA,Defeat,33:41,57.1,63
paiN Gaming,Liberty,Victory,25:43,53.7,39
paiN Gaming,KaBuM! e-Sports,Defeat,31:29,50.7,60.3
RED Canids,Liberty,Defeat,37:21,62.5,69.3
Netshoes Miners,paiN Gaming,Victory,33:01,61.3,56.7
KaBuM! e-Sports,Rensga Esports,Victory,29:50,60.4,46.9
FURIA,INTZ,Victory,26:25,52.1,39.9
LOUD,Flamengo Esports,Victory,32:19,58.2,55.1
RED Canids,KaBuM! e-Sports,Victory,27:33,56.6,45.9
Liberty,LOUD,Victory,35:20,70.1,56.6
Rensga Esports,Netshoes Miners,Victory,36:07,63.1,62
paiN Gaming,FURIA,Defeat,32:01,51.9,59
Netshoes Miners,RED Canids,Defeat,30:10,47,59.3
INTZ,Flamengo Esports,Victory,32:37,60.3,51.1
LOUD,INTZ,Victory,25:40,51.5,38.7
KaBuM! e-Sports,Liberty,Victory,28:03,57.5,45
Flamengo Esports,paiN Gaming,Defeat,36:36,54.7,67.4
KaBuM! e-Sports,LOUD,Victory,25:51,53.2,43.8
INTZ,Rensga Esports,Defeat,26:59,42.2,54.4
RED Canids,FURIA,Defeat,27:13,44,52.1
paiN Gaming,INTZ,Defeat,31:18,50.6,59.8
Flamengo Esports,RED Canids,Victory,39:16,70.1,65.5
FURIA,Liberty,Victory,35:37,62.7,59.2
Liberty,Netshoes Miners,Victory,31:26,58.4,44.7
FURIA,Rensga Esports,Victory,30:25,62,50.3
LOUD,paiN Gaming,Victory,33:16,63.6,53.7
Netshoes Miners,KaBuM! e-Sports,Defeat,28:26,48.1,57.9
Rensga Esports,Flamengo Esports,Defeat,40:20,61.6,69.8
Liberty,Flamengo Esports,Victory,34:54,67.5,61.2
KaBuM! e-Sports,FURIA,Defeat,30:43,54.4,60.9
FURIA,Netshoes Miners,Defeat,40:58,75.2,75.4
Netshoes Miners,LOUD,Defeat,38:07,72.5,73.2
RED Canids,INTZ,Victory,22:31,49.7,38.2
paiN Gaming,RED Canids,Defeat,31:03,50.2,63.5
Flamengo Esports,KaBuM! e-Sports,Defeat,29:28,47.2,57.2
Rensga Esports,paiN Gaming,Defeat,30:38,47.4,60.6
LOUD,Rensga Esports,Victory,31:43,60.8,52
INTZ,Liberty,Defeat,30:21,50,59.2
RED Canids,Rensga Esports,Victory,24:11,47.4,41.2
INTZ,KaBuM! e-Sports,Victory,30:24,59.7,53.2
Liberty,paiN Gaming,Victory,35:39,66.8,63.5
Flamengo Esports,Netshoes Miners,Defeat,31:51,50.4,58.2
FURIA,LOUD,Defeat,29:54,46,60
FURIA,Flamengo Esports,Victory,31:27,61.5,49.3
LOUD,RED Canids,Defeat,38:58,67.3,75.8
Rensga Esports,Liberty,Victory,25:18,51.7,41.9
KaBuM! e-Sports,paiN Gaming,Defeat,28:05,44.3,57.9
Netshoes Miners,INTZ,Victory,31:29,57.7,50.6
Flamengo Esports,LOUD,Victory,35:56,66.2,58.9
INTZ,FURIA,Defeat,29:08,53.3,58.1
FURIA,paiN Gaming,Victory,37:52,72.6,68.9
paiN Gaming,Netshoes Miners,Victory,23:29,47.9,35
Liberty,RED Canids,Defeat,36:55,60.3,66.2
LOUD,Liberty,Victory,41:33,74.8,65.1
Flamengo Esports,INTZ,Victory,32:32,61.9,55.9
Rensga Esports,KaBuM! e-Sports,Defeat,32:52,61.3,60.3
Netshoes Miners,Rensga Esports,Victory,26:38,57.7,44.1
INTZ,LOUD,Defeat,24:13,37,52.5
paiN Gaming,Flamengo Esports,Victory,35:06,69.2,58.9
RED Canids,Netshoes Miners,Victory,32:31,67,56.4
Netshoes Miners,Liberty,Victory,36:44,68.8,60.5
Liberty,KaBuM! e-Sports,Defeat,32:00,51.4,65.2
Rensga Esports,FURIA,Victory,37:11,71.4,66
Flamengo Esports,Rensga Esports,Defeat,45:12,77.8,86.3
LOUD,KaBuM! e-Sports,Defeat,46:13,77.6,83.4
